dataset,test_set,language_pair,pair_index,system_a,system_b,metric,annotations_saved,corr_sq,human_threshold_status
wmt23 en-zh,wmt23,en-zh,42,ONLINE-B,IOL_Research,Random-sysname-src:seg,12.0,0.0009490657704104035,brentq
wmt23 en-zh,wmt23,en-zh,42,ONLINE-B,IOL_Research,XCOMET-Ensemble-refA:seg,11.0,0.05802063723315403,brentq
wmt23 en-zh,wmt23,en-zh,42,ONLINE-B,IOL_Research,XCOMET-QE-Ensemble-src:seg,12.0,0.04592407987488294,brentq
wmt23 en-zh,wmt23,en-zh,42,ONLINE-B,IOL_Research,XCOMET-XL-refA:seg,6.0,0.04270223633621908,brentq
wmt23 en-zh,wmt23,en-zh,42,ONLINE-B,IOL_Research,XCOMET-XXL-refA:seg,11.0,0.03920267915088223,brentq
wmt23 en-zh,wmt23,en-zh,42,ONLINE-B,IOL_Research,XLsim-refA:seg,12.0,0.014287683442915736,brentq
wmt23 en-zh,wmt23,en-zh,42,ONLINE-B,IOL_Research,YiSi-1-refA:seg,12.0,0.004815840082110245,brentq
wmt23 en-zh,wmt23,en-zh,42,ONLINE-B,IOL_Research,chrF-refA:seg,12.0,0.0002737122576633216,brentq
wmt23 en-zh,wmt23,en-zh,42,ONLINE-B,IOL_Research,cometoid22-wmt21-src:seg,6.0,0.05424447314174063,brentq
wmt23 en-zh,wmt23,en-zh,42,ONLINE-B,IOL_Research,cometoid22-wmt22-src:seg,7.0,0.055655537345902215,brentq
wmt23 en-zh,wmt23,en-zh,42,ONLINE-B,IOL_Research,cometoid22-wmt23-src:seg,4.0,0.0462246005989445,brentq
wmt23 en-zh,wmt23,en-zh,42,ONLINE-B,IOL_Research,eBLEU-refA:seg,11.0,8.263344175374912e-06,brentq
wmt23 en-zh,wmt23,en-zh,42,ONLINE-B,IOL_Research,embed_llama-refA:seg,0.0,0.002129309910390855,brentq
wmt23 en-zh,wmt23,en-zh,42,ONLINE-B,IOL_Research,f200spBLEU-refA:seg,11.0,0.0001240203297563251,brentq
wmt23 en-zh,wmt23,en-zh,42,ONLINE-B,IOL_Research,mre-score-labse-regular-refA:seg,12.0,0.023915044569603403,brentq
wmt23 en-zh,wmt23,en-zh,42,ONLINE-B,IOL_Research,prismRef-refA:seg,6.0,0.0036915635825704503,brentq
wmt23 en-zh,wmt23,en-zh,42,ONLINE-B,IOL_Research,prismSrc-src:seg,13.0,0.006062988263483623,brentq
wmt23 en-zh,wmt23,en-zh,42,ONLINE-B,IOL_Research,tokengram_F-refA:seg,11.0,1.92685158194146e-06,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,BERTscore-refA:seg,-3.0,0.0011464762110704563,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,BLEU-refA:seg,3.0,0.001271003195806052,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,BLEURT-20-refA:seg,-1.0,0.006779483556355214,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,COMET-refA:seg,1.0,0.017223227799749167,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,CometKiwi-XL-src:seg,6.0,0.03649935998190812,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,CometKiwi-XXL-src:seg,3.0,0.016377932362071784,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,CometKiwi-src:seg,9.0,0.052484521776390285,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,GEMBA-MQM-src:seg,5.0,0.021589226308061118,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,KG-BERTScore-src:seg,9.0,0.05241913169308658,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,MS-COMET-QE-22-src:seg,3.0,0.023519172023387682,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,MetricX-23-QE-b-src:seg,5.0,0.028537910345422718,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,MetricX-23-QE-c-src:seg,6.0,0.02595210657231855,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,MetricX-23-QE-src:seg,4.0,0.02512864011374599,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,MetricX-23-b-refA:seg,4.0,0.024635057966544662,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,MetricX-23-c-refA:seg,3.0,0.02987472104488685,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,MetricX-23-refA:seg,3.0,0.02546724089329932,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,Random-sysname-src:seg,5.0,0.0010125944446429374,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,XCOMET-Ensemble-refA:seg,4.0,0.023284168171311504,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,XCOMET-QE-Ensemble-src:seg,2.0,0.013084193512683704,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,XCOMET-XL-refA:seg,1.0,0.011714051384776434,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,XCOMET-XXL-refA:seg,4.0,0.015302744070537994,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,XLsim-refA:seg,-1.0,0.005373202148537043,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,YiSi-1-refA:seg,-3.0,0.0010469993898436435,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,chrF-refA:seg,2.0,0.00012853968782748008,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,cometoid22-wmt21-src:seg,6.0,0.03597500588144363,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,cometoid22-wmt22-src:seg,6.0,0.0329056577879705,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,cometoid22-wmt23-src:seg,5.0,0.03221346138250777,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,eBLEU-refA:seg,2.0,6.318106099889633e-05,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,embed_llama-refA:seg,3.0,0.00016023764946009825,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,f200spBLEU-refA:seg,3.0,0.00011786685118829156,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,mre-score-labse-regular-refA:seg,2.0,0.006742362128467201,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,prismRef-refA:seg,-1.0,0.00624230128243219,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,prismSrc-src:seg,3.0,0.004076523251788102,brentq
wmt23 en-zh,wmt23,en-zh,43,ONLINE-B,ONLINE-A,tokengram_F-refA:seg,0.0,0.0003136920511767822,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,BERTscore-refA:seg,6.0,0.015997521507619197,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,BLEU-refA:seg,6.0,0.0004143486489001043,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,BLEURT-20-refA:seg,6.0,0.024213211285777008,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,COMET-refA:seg,7.0,0.032894840116203417,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,CometKiwi-XL-src:seg,23.0,0.04132211128466115,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,CometKiwi-XXL-src:seg,8.0,0.018917106207697272,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,CometKiwi-src:seg,9.0,0.025911989528617813,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,GEMBA-MQM-src:seg,8.0,0.01699287210830733,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,KG-BERTScore-src:seg,9.0,0.02594070086926982,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,MS-COMET-QE-22-src:seg,5.0,0.03231818615357719,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,MetricX-23-QE-b-src:seg,-1.0,0.01471483904744651,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,MetricX-23-QE-c-src:seg,4.0,0.02622922046889465,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,MetricX-23-QE-src:seg,2.0,0.016133130949626352,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,MetricX-23-b-refA:seg,2.0,0.011080476361646824,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,MetricX-23-c-refA:seg,7.0,0.018924748309621355,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,MetricX-23-refA:seg,7.0,0.013040193867254716,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,Random-sysname-src:seg,-2.0,0.0006431167313338645,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,XCOMET-Ensemble-refA:seg,11.0,0.03437737441874737,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,XCOMET-QE-Ensemble-src:seg,4.0,0.018769711072620786,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,XCOMET-XL-refA:seg,5.0,0.033309243364615694,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,XCOMET-XXL-refA:seg,6.0,0.01865723401527487,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,XLsim-refA:seg,3.0,0.012907527413927413,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,YiSi-1-refA:seg,6.0,0.02286001421727853,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,chrF-refA:seg,6.0,0.0002571019648422248,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,cometoid22-wmt21-src:seg,6.0,0.01943989088285868,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,cometoid22-wmt22-src:seg,6.0,0.021186694319922053,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,cometoid22-wmt23-src:seg,11.0,0.02554472397804661,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,eBLEU-refA:seg,2.0,0.0027750310732424744,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,embed_llama-refA:seg,3.0,1.7619270169757428e-05,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,f200spBLEU-refA:seg,0.0,0.0009477289182282748,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,mre-score-labse-regular-refA:seg,5.0,0.012014562106597699,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,prismRef-refA:seg,6.0,0.017883667400621334,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,prismSrc-src:seg,7.0,0.0019351685266418136,brentq
wmt23 en-zh,wmt23,en-zh,41,ONLINE-B,ONLINE-Y,tokengram_F-refA:seg,0.0,0.0007069861332417055,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,BERTscore-refA:seg,8.0,0.010954904905787469,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,BLEU-refA:seg,6.0,0.0004497407650065244,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,BLEURT-20-refA:seg,9.0,0.024793103646499635,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,COMET-refA:seg,7.0,0.022732435936453528,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,CometKiwi-XL-src:seg,9.0,0.030676544734433313,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,CometKiwi-XXL-src:seg,9.0,0.031151173079917414,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,CometKiwi-src:seg,6.0,0.02144498617773069,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,GEMBA-MQM-src:seg,8.0,0.03055693824879216,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,KG-BERTScore-src:seg,6.0,0.02144026013823555,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,MS-COMET-QE-22-src:seg,9.0,0.01696173180502375,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,MetricX-23-QE-b-src:seg,2.0,0.01805016831503424,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,MetricX-23-QE-c-src:seg,8.0,0.04706223416753257,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,MetricX-23-QE-src:seg,2.0,0.018927685007505145,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,MetricX-23-b-refA:seg,3.0,0.015975338929965104,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,MetricX-23-c-refA:seg,7.0,0.03987025742638189,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,MetricX-23-refA:seg,2.0,0.019519184518279647,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,Random-sysname-src:seg,3.0,0.0005466900809756117,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,XCOMET-Ensemble-refA:seg,8.0,0.03842306558498012,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,XCOMET-QE-Ensemble-src:seg,6.0,0.023362357123318963,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,XCOMET-XL-refA:seg,8.0,0.026785331252792186,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,XCOMET-XXL-refA:seg,5.0,0.024555733151739343,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,XLsim-refA:seg,6.0,0.006121341075270514,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,YiSi-1-refA:seg,6.0,0.008307513752934573,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,chrF-refA:seg,6.0,0.0040506353769525025,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,cometoid22-wmt21-src:seg,1.0,0.00520685690028996,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,cometoid22-wmt22-src:seg,5.0,0.0052531419201708425,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,cometoid22-wmt23-src:seg,5.0,0.02118754832533179,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,eBLEU-refA:seg,6.0,0.0017365208526103593,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,embed_llama-refA:seg,5.0,0.002658968464172997,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,f200spBLEU-refA:seg,2.0,0.001871736681873808,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,mre-score-labse-regular-refA:seg,5.0,0.012455603382936753,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,prismRef-refA:seg,7.0,0.014407147246183282,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,prismSrc-src:seg,5.0,0.0005842150708969604,brentq
wmt23 en-zh,wmt23,en-zh,54,HW-TSC,ZengHuiMT,tokengram_F-refA:seg,6.0,0.004408137226091477,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,BERTscore-refA:seg,2.0,0.28754946982740676,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,BLEU-refA:seg,1.0,0.003578187471570513,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,BLEURT-20-refA:seg,2.0,0.3344470083399855,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,COMET-refA:seg,2.0,0.3468917537047648,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,CometKiwi-XL-src:seg,3.0,0.4276445631541208,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,CometKiwi-XXL-src:seg,3.0,0.3951870045450317,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,CometKiwi-src:seg,3.0,0.4474126315904737,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,GEMBA-MQM-src:seg,2.0,0.205274416996589,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,KG-BERTScore-src:seg,3.0,0.44736936722004766,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,MS-COMET-QE-22-src:seg,2.0,0.3508974728945338,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,MetricX-23-QE-b-src:seg,1.0,0.1992055254090121,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,MetricX-23-QE-c-src:seg,1.0,0.14619499162249175,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,MetricX-23-QE-src:seg,1.0,0.1584149994078364,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,MetricX-23-b-refA:seg,2.0,0.15334454381817136,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,MetricX-23-c-refA:seg,2.0,0.3582631743238123,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,MetricX-23-refA:seg,1.0,0.1131554956812395,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,Random-sysname-src:seg,1.0,1.620568641154231e-06,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,XCOMET-Ensemble-refA:seg,2.0,0.2688797808384299,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,XCOMET-QE-Ensemble-src:seg,2.0,0.22661991787047314,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,XCOMET-XL-refA:seg,1.0,0.052237710182865195,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,XCOMET-XXL-refA:seg,1.0,0.09942245068324394,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,XLsim-refA:seg,2.0,0.28427333975890523,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,YiSi-1-refA:seg,2.0,0.33013928899337913,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,chrF-refA:seg,2.0,0.0936870351392084,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,cometoid22-wmt21-src:seg,2.0,0.28204646336511574,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,cometoid22-wmt22-src:seg,2.0,0.2902007904379537,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,cometoid22-wmt23-src:seg,2.0,0.32776375142748887,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,eBLEU-refA:seg,1.0,0.020745987925623557,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,embed_llama-refA:seg,2.0,0.06930175860296951,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,f200spBLEU-refA:seg,2.0,0.08961964993514089,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,mre-score-labse-regular-refA:seg,1.0,0.1171486905950263,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,prismRef-refA:seg,2.0,0.2877876180266753,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,prismSrc-src:seg,1.0,0.12536067679189242,brentq
wmt23 en-zh,wmt23,en-zh,59,HW-TSC,NLLB_MBR_BLEU,tokengram_F-refA:seg,2.0,0.10772260472728885,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,BERTscore-refA:seg,3.0,0.3332097128262187,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,BLEU-refA:seg,1.0,0.0010256418284826617,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,BLEURT-20-refA:seg,3.0,0.3550834016145365,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,COMET-refA:seg,3.0,0.3673829125586759,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,CometKiwi-XL-src:seg,3.0,0.28161120591465383,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,CometKiwi-XXL-src:seg,3.0,0.25181578189835274,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,CometKiwi-src:seg,4.0,0.41951544959643117,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,GEMBA-MQM-src:seg,2.0,0.18790053942473223,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,KG-BERTScore-src:seg,4.0,0.4194814305322282,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,MS-COMET-QE-22-src:seg,3.0,0.41620282094710326,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,MetricX-23-QE-b-src:seg,1.0,0.08685202877275862,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,MetricX-23-QE-c-src:seg,2.0,0.13053676153681265,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,MetricX-23-QE-src:seg,1.0,0.0742447022352232,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,MetricX-23-b-refA:seg,1.0,0.08501011775019564,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,MetricX-23-c-refA:seg,0.0,0.06124634469960768,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,MetricX-23-refA:seg,2.0,0.09392109969353,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,Random-sysname-src:seg,1.0,0.0007278150950953325,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,XCOMET-Ensemble-refA:seg,2.0,0.17100654774542676,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,XCOMET-QE-Ensemble-src:seg,2.0,0.14283067959104012,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,XCOMET-XL-refA:seg,1.0,0.09543750758518298,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,XCOMET-XXL-refA:seg,1.0,0.08349629600955832,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,XLsim-refA:seg,2.0,0.3334892066361721,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,YiSi-1-refA:seg,3.0,0.31787997050878436,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,chrF-refA:seg,1.0,0.07878927045616069,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,cometoid22-wmt21-src:seg,2.0,0.2907760733168245,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,cometoid22-wmt22-src:seg,2.0,0.2923837018348107,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,cometoid22-wmt23-src:seg,3.0,0.3550814548887327,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,eBLEU-refA:seg,0.0,0.016051942823577945,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,embed_llama-refA:seg,1.0,0.054537870285299266,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,f200spBLEU-refA:seg,1.0,0.07581685660116691,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,mre-score-labse-regular-refA:seg,2.0,0.33925538141818273,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,prismRef-refA:seg,3.0,0.35709804681473084,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,prismSrc-src:seg,2.0,0.3671804107980854,brentq
wmt23 en-zh,wmt23,en-zh,57,HW-TSC,ANVITA,tokengram_F-refA:seg,1.0,0.09189454271364295,brentq
wmt23 en-zh,wmt23,en-zh,56,HW-TSC,ONLINE-G,BERTscore-refA:seg,1.0,0.01689029058348969,brentq
wmt23 en-zh,wmt23,en-zh,56,HW-TSC,ONLINE-G,BLEU-refA:seg,1.0,0.00098047297207551,brentq
wmt23 en-zh,wmt23,en-zh,56,HW-TSC,ONLINE-G,BLEURT-20-refA:seg,1.0,0.043531210475070324,brentq
wmt23 en-zh,wmt23,en-zh,56,HW-TSC,ONLINE-G,COMET-refA:seg,1.0,0.05357404334327353,brentq
wmt23 en-zh,wmt23,en-zh,56,HW-TSC,ONLINE-G,CometKiwi-XL-src:seg,5.0,0.09720830134608141,brentq
wmt23 en-zh,wmt23,en-zh,56,HW-TSC,ONLINE-G,CometKiwi-XXL-src:seg,6.0,0.09244552305317406,brentq
wmt23 en-zh,wmt23,en-zh,56,HW-TSC,ONLINE-G,CometKiwi-src:seg,4.0,0.08252744474748065,brentq
wmt23 en-zh,wmt23,en-zh,56,HW-TSC,ONLINE-G,GEMBA-MQM-src:seg,4.0,0.049596034049414484,brentq
wmt23 en-zh,wmt23,en-zh,56,HW-TSC,ONLINE-G,KG-BERTScore-src:seg,4.0,0.08250430370340592,brentq
wmt23 en-zh,wmt23,en-zh,56,HW-TSC,ONLINE-G,MS-COMET-QE-22-src:seg,4.0,0.08224369816158705,brentq
wmt23 en-zh,wmt23,en-zh,56,HW-TSC,ONLINE-G,MetricX-23-QE-b-src:seg,4.0,0.05598615167599632,brentq
wmt23 en-zh,wmt23,en-zh,56,HW-TSC,ONLINE-G,MetricX-23-QE-c-src:seg,6.0,0.0747530979270373,brentq
